D1	D2	RR	direction_yes_no	p5years	p.value.direction	AGE_AT_D1	counts	female_counts	CODE_DIFF_DAYS	death_counts
C06	C78	1.361	1	2.5722944002219e-18	2.641573e-34	23241.3	229	62	589.41	nan
C06	C79	1.31807	1	6.14578649934591e-11	1.37777e-24	23212.12	171	51	575.25	nan
C06	D63	1.46084	1	1.07909740411104e-13	1.745341e-08	23341.33	123	37	478.2	nan
C06	E64	12.8939	1	0	1.462482e-31	22807.97	349	109	262.62	234
C06	E83	2.60914	1	6.33098874559439e-58	1.271362e-07	21804.5	88	36	563.09	nan
C06	E86	1.94772	1	1.74269454035331e-152	2.206936e-30	24789.83	540	192	457.36	437
C06	F41	3.02118	1	4.30188051978748e-135	3.910336e-22	23054.96	183	69	358.56	158
C06	G47	1.62425	1	7.2287388234078e-48	2.71272e-30	23027.38	218	69	501.49	181
C06	I89	10.1619	1	0	1.093093e-22	22271.05	190	68	180.89	97
C06	J18	1.12914	1	2.2799402420064e-11	8.047771e-15	24032.95	697	216	523.61	553
C06	J69	1.93797	1	9.20581151604169e-16	1.228758e-13	24237.43	54	nan	584.54	nan
C06	J96	1.29116	1	2.80612420580068e-17	1.176075e-23	23508.13	359	105	381.69	289
C06	K07	14.0527	1	0	1.56648e-12	22315.2	167	71	393.39	89
C06	K08	24.8058	1	0	7.141406e-27	23386.34	835	300	259.78	393
C06	K10	45.6685	1	0	9.650513e-57	21663.28	628	187	538.26	321
C06	K12	27.5275	1	0	7.621257e-25	23081.66	456	150	193.33	255
C06	K59	1.71115	1	4.48701886459054e-110	2.445813e-28	23586.24	443	172	462.44	354
C06	L59	26.9908	1	2.15036683621699e-188	4.327489e-10	21379.43	37	nan	636.35	nan
C07	C78	4.5608	1	1.85894268645414e-228	6.438238e-16	22906.18	116	46	441.29	nan
C07	C79	5.55944	1	1.99782481862819e-245	3.264712e-16	23136.21	98	36	477.22	nan
C07	E86	1.46594	1	3.65941159226209e-13	3.004754e-11	27127.07	84	33	576.36	nan
C07	H02	9.95721	1	2.11120966923731e-297	2.630866e-22	25565.1	124	46	308.91	77
C07	K02	9.60859	1	5.96493386014843e-139	2.077998e-09	23292.37	83	22	242.61	45
C07	K04	8.8728	1	9.1180606489963e-162	4.244995e-10	23944.12	112	37	175.01	47
C07	K05	12.1636	1	1.09385939062068e-282	9.924081e-10	23785.96	169	63	133.34	61
C07	K08	9.6004	1	1.22685535484419e-153	5.865219e-08	26058.92	96	40	152.1	48
C07	K12	12.2502	1	2.76785974891022e-97	7.744473e-10	23166.97	58	nan	74.12	20
C07	K59	1.57648	1	2.3893627842708e-20	1.345978e-11	24740.65	77	28	618.75	nan
C09	B37	4.53257	1	4.08570624284706e-225	1.978501e-18	22256.79	163	50	380.44	90
C09	C10	59.332	1	0	7.811066e-38	22111.8	1031	268	131.3	496
C09	C14	30.1358	1	0	3.702184e-08	22161.67	236	55	77.56	103
C09	C15	1.7631	1	2.5317087626381e-15	1.460072e-08	22437.8	59	nan	652.66	nan
C09	C34	1.5862	1	1.11552263597095e-46	3.178807e-33	22592.33	196	44	629.8	164
C09	C78	2.11647	1	3.63776585756154e-137	1.056504e-36	22246.03	214	41	539.49	194
C09	C79	1.76278	1	5.07914053338393e-49	1.042361e-19	22722.02	122	33	505.38	nan
C09	C80	3.8876	1	1.26644110671208e-74	1.100286e-08	22225.5	78	nan	314.94	nan
C09	D10	7.13812	1	5.65625322108202e-222	1.641227e-09	22364.18	114	37	496.46	43
C09	D63	2.20378	1	2.64506900670269e-69	5.753361e-16	23015.86	109	45	353.69	80
C09	E41	7.68678	1	5.40178180559913e-121	3.777915e-09	23404.78	55	nan	274.82	29
C09	E64	13.6865	1	0	5.041768e-53	22253.58	358	107	130.38	163
C09	E83	3.74168	1	2.99047521931549e-148	1.165533e-16	22079.55	103	36	277.35	64
C09	E86	2.30464	1	3.06553200160008e-212	2.280604e-41	23302.28	374	112	311.41	258
C09	E87	1.33228	1	1.3019479208942e-14	2.066564e-14	22895.08	166	50	340.31	105
C09	F41	2.76237	1	1.0383527154849e-122	5.584123e-20	22374.23	112	33	548.43	87
C09	G47	1.26005	1	3.36068682648764e-12	4.690064e-15	21980.77	133	33	610.95	93
C09	G95	2.22453	1	2.81977999395847e-34	5.049319e-13	22631.85	59	nan	504.25	nan
C09	H90	1.48986	1	3.58657438581898e-17	3.822915e-09	22357.04	118	34	339.19	36
C09	H91	1.25726	1	6.62099739566353e-19	2.326517e-11	22538.21	372	89	263.29	113
C09	I89	6.62307	1	2.20552334636967e-222	4.170701e-12	21482.55	93	33	356.53	36
C09	J15	1.24947	1	2.35816305017458e-11	1.069057e-31	23296.6	191	54	474.77	132
C09	J18	1.19328	1	3.86711709924336e-20	4.29058e-39	22877.12	495	133	462.73	373
C09	J69	2.33281	1	7.91918289782197e-30	1.041503e-13	24929.5	38	nan	417.82	nan
C09	J95	4.62003	1	9.71646289783063e-87	1.58637e-09	22783.98	57	nan	317.88	nan
C09	K02	15.3618	1	0	1.180331e-24	21407.82	649	121	201.35	324
C09	K04	11.7219	1	0	4.30596e-30	21884.33	692	162	153.11	271
C09	K05	15.0475	1	0	1.059281e-32	21918.25	1003	257	91.23	410
C09	K07	6.61146	1	8.0354947649476e-152	6.132768e-14	20517.8	70	20	541.06	26
C09	K08	8.76325	1	0	3.127818e-09	22697.67	412	101	162.08	202
C09	K10	24.2255	1	0	2.344958e-74	20872.54	327	68	507.45	136
C09	K12	21.4714	1	0	8.292432e-57	22005.74	425	114	101.3	143
C09	K22	2.15838	1	1.41750620436989e-56	2.223487e-10	22659.25	88	25	744.11	48
C09	K59	1.63829	1	4.20207426418833e-87	1.091918e-31	22608.93	305	74	451.66	192
C10	A49	1.51616	1	3.95591142315196e-20	1.215294e-07	23158.54	133	28	399.73	82
C10	C34	1.41	1	1.03451905897387e-20	9.931136e-15	22703.59	197	44	576.69	160
C10	C78	2.44929	1	6.94994880034732e-175	1.228414e-22	22690.56	261	57	463.05	229
C10	C79	1.97738	1	2.02469858927912e-60	2.400337e-13	22693.78	135	35	552.23	nan
C10	D63	2.26693	1	8.34414393557215e-59	2.425325e-09	22729.79	104	23	394.71	nan
C10	E41	8.00386	1	2.33372799963214e-125	5.681783e-08	23047.31	70	21	247.09	45
C10	E64	17.8503	1	0	2.209474e-44	22607.31	525	149	89.5	263
C10	E83	2.90269	1	1.70571432461045e-71	3.299407e-09	21556.88	96	29	315.35	67
C10	E86	2.22975	1	7.61101519016594e-161	9.906435e-13	23751.09	444	135	315.91	299
C10	F41	2.76334	1	2.01105518107256e-108	7.556734e-18	22411.15	153	51	378.43	124
C10	G47	1.53431	1	9.79329587655463e-40	1.478382e-16	22294.89	204	54	472.54	158
C10	J15	1.51478	1	9.77775397556273e-35	9.380459e-11	23645.38	237	60	445.48	190
C10	J18	1.43453	1	6.73209721108068e-73	2.799105e-10	23513.66	588	156	434.77	444
C10	J69	3.07705	1	4.38602623140896e-55	9.952494e-13	24537.45	71	nan	536.18	nan
C10	J95	8.22301	1	2.24730459001979e-228	5.190449e-09	22860.09	109	32	332.39	71
C10	J96	1.40178	1	1.52119767432014e-26	7.525596e-09	23487.01	280	89	398.19	229
C10	K10	23.047	1	0	2.880792e-22	21541.74	345	84	535.9	134
C10	K12	27.4188	1	0	1.074602e-38	22458.91	552	142	67.85	185
C10	K59	1.76106	1	4.47926829441937e-102	2.382835e-29	22491.05	379	96	370.99	264
C11	B37	3.54332	1	1.40611681153531e-34	9.161814e-09	20130.77	30	nan	211.73	nan
C11	E64	11.8603	1	2.99406926131367e-188	7.744473e-10	19503.29	52	nan	119.31	nan
C11	E86	2.37008	1	4.49027169812602e-56	1.214235e-09	23198.19	96	30	365.05	66
C11	H65	16.6435	1	0	3.235765e-08	19426.7	80	28	393.25	41
C11	H90	5.29863	1	5.92994704502344e-163	9.960098e-11	21021.88	76	25	426.63	30
C11	H91	4.69759	1	0	8.143645e-08	21410.46	163	49	391.51	69
C11	J15	1.82908	1	7.48023286865624e-24	9.414669e-09	23021.56	52	nan	418.25	nan
C11	J18	1.49664	1	2.93147614964787e-29	4.343863e-09	23062.34	132	45	588.59	100
C11	K02	16.2509	1	0	3.395283e-09	19268.68	114	27	287.03	57
C11	K12	18.8103	1	5.32259274264422e-268	5.67467e-10	19489.48	63	nan	126.57	nan
C11	K59	1.9383	1	5.33654496356092e-46	5.47573e-11	22366.72	80	30	509.9	57
C13	C14	82.4888	1	0	3.788132e-14	22894.47	309	60	193.4	245
C13	C34	1.59997	1	2.34157350294367e-39	7.419521e-12	23105.44	180	35	529.27	155
C13	C78	2.216	1	7.82912683625505e-121	3.366092e-23	22405.54	211	40	417	nan
C13	C79	1.81503	1	1.88492920862227e-42	1.603201e-12	22024.34	114	27	425.29	nan
C13	D63	2.64917	1	9.67487584208644e-95	3.400555e-11	22641.19	109	20	374.97	nan
C13	E64	12.8056	1	0	1.352369e-24	22427.8	249	51	159.23	177
C13	E83	3.98653	1	5.22690758790179e-121	8.089766e-10	22252.47	79	nan	349.33	nan
C13	E86	2.4396	1	1.37659611324333e-197	6.573591e-11	23660.77	324	83	358	264
C13	F41	2.97714	1	1.18873280644872e-102	1.022577e-12	23481.43	109	26	332.65	nan
C13	G47	1.49362	1	1.06080549154721e-26	2.236885e-16	22355.29	131	nan	474.53	111
C13	J15	1.48704	1	8.58206594600353e-29	7.557489e-11	23806.29	196	39	391.52	169
C13	J18	1.60883	1	4.14185724973231e-133	4.561963e-10	23467.47	536	121	453.38	463
C13	J69	3.51195	1	4.20036886039017e-66	5.819832e-09	23473.38	52	nan	535.23	nan
C13	J95	27.1888	1	0	1.515086e-27	23256.67	205	40	351.46	155
C13	J96	2.10444	1	3.01006023148618e-146	4.874675e-23	23237.01	348	74	354.55	299
C13	K12	16.2482	1	0	1.834224e-16	22439.07	200	46	63.82	112
C13	K22	4.91397	1	0	8.815612e-08	22844.11	183	43	477.46	131
C13	K59	1.52173	1	1.93169299960722e-44	1.642869e-13	22960.4	238	49	384.03	192
C15	C16	30.0873	1	0	3.047109e-16	24521.57	3361	663	78.83	2691
C15	C77	4.1743	1	0	1.586896e-23	23626.18	744	177	178.35	644
C15	C78	3.13748	1	0	4.122198e-51	23791.89	1641	334	223.88	1566
C15	C79	2.00145	1	3.83460224662935e-305	3.069071e-47	23525.46	686	149	329.29	665
C15	D63	3.91907	1	0	4.502861e-91	24907.53	919	202	242.52	886
C15	E41	5.74045	1	7.52711711882224e-284	3.670878e-10	24655.41	151	49	228.18	nan
C15	E46	3.63806	1	4.2907570746599e-60	1.387818e-07	23844.5	52	nan	284.69	nan
C15	E61	4.59555	1	1.77642775554443e-102	4.526196e-09	23553.66	50	22	208.42	nan
C15	E64	7.21378	1	0	3.486175e-67	23900.42	572	151	161.43	457
C15	E83	2.96856	1	9.27814138563891e-288	2.273723e-24	23380.87	259	73	251.6	224
C15	E86	1.839	1	4.94065645841247e-324	9.55446e-63	25485.71	1560	435	239.38	1436
C15	F41	3.86422	1	0	4.014959e-77	24356.42	552	149	285.74	530
C15	G47	1.93982	1	0	2.387873e-35	23940	609	143	320.72	576
C15	G95	2.8787	1	7.80015257578836e-240	2.095034e-27	23148.52	269	33	344.8	nan
C15	J15	1.18314	1	1.93058939628829e-25	7.686094e-21	24672.19	693	180	312.38	620
C15	J69	2.30895	1	6.39820369802557e-115	9.920139e-14	24866.59	177	30	303.85	nan
C15	J90	1.68834	1	6.85013384405997e-76	6.136534e-13	23883.36	254	66	392.02	212
C15	J91	2.46665	1	2.12752925307925e-127	3.014358e-11	24471.17	186	42	303.05	166
C15	K31	3.56633	1	6.53222164493181e-242	8.164769e-14	23697.45	236	48	326.74	160
C15	K59	1.94351	1	4.94065645841247e-324	6.743257e-88	24391.71	1463	384	312.78	1344
C16	C77	4.11788	1	0	1.836686e-21	23992.1	673	169	171.42	570
C16	C78	5.42108	1	4.94065645841247e-324	2.278148e-45	23916.14	2513	834	218.95	2362
C16	C79	2.32113	1	0	9.256234e-32	23368.53	757	237	328.19	730
C16	D63	5.33339	1	0	4.947526e-98	25607.9	1273	382	236.99	1212
C16	E41	4.26698	1	1.85843563494871e-161	3.010178e-17	24506.38	114	34	277.28	nan
C16	E46	4.87178	1	1.52432480674665e-112	6.968234e-09	24050.25	67	nan	269.79	nan
C16	E64	6.89659	1	0	2.199382e-78	23885.07	542	149	192.25	376
C16	E83	1.85373	1	6.0522799808943e-70	6.984967e-08	23556.48	177	49	251.41	139
C16	E86	1.84833	1	4.94065645841247e-324	1.362369e-98	25688.79	1660	583	307.41	1493
C16	F41	3.83734	1	0	9.051703e-82	23801.97	593	204	301.24	567
C16	G47	2.28838	1	0	1.878002e-43	23689.09	650	176	330.51	609
C16	G95	2.00446	1	4.03960732323274e-81	4.472604e-14	22702.15	205	32	368.91	nan
C16	J90	1.88963	1	4.5323426083417e-122	3.505981e-18	23954.56	285	95	357.28	250
C16	J91	2.633	1	5.36408341788168e-157	1.860702e-11	23787.12	184	49	332.51	164
C16	J94	2.35708	1	8.22933822630866e-86	9.147272e-10	23035.63	143	41	269.27	nan
C16	K56	2.46831	1	0	4.943474e-26	23552.32	670	290	364.71	576
C16	K59	2.31484	1	4.94065645841247e-324	2.99047e-91	24421.04	1728	545	333	1543
C16	K83	2.19477	1	3.54443726751656e-137	4.208035e-09	23684.68	213	63	471.46	nan
C16	K91	3.44722	1	0	1.495884e-31	23147.89	238	93	401.45	167
C17	C49	16.1398	1	0	1.00362e-07	22865.12	130	59	180.05	61
C17	D63	5.76445	1	0	5.366526e-11	24934.5	172	72	285.91	152
C18	A41	1.05462	1	3.81038166923186e-12	1.13824e-137	26282.72	3994	1668	402.46	3099
C18	C22	1.2668	1	1.87648095825667e-16	1.617108e-11	25144.43	323	126	415.9	281
C18	C26	8.18392	1	0	3.35992e-12	25692.57	173	93	466.49	130
C18	C48	2.64556	1	2.47905644036336e-91	3.268098e-13	23311.68	125	58	345.7	94
C18	C77	2.94394	1	4.94065645841247e-324	1.513779e-152	24132.42	2220	1135	267.85	1435
C18	C78	9.46804	1	4.94065645841247e-324	1.059438e-266	25165.22	16227	7665	274.09	13687
C18	C79	2.3661	1	4.94065645841247e-324	2.376281e-207	24543.21	2815	1493	480.73	2561
C18	C80	1.86548	1	2.34410163336312e-119	2.926268e-21	24585.01	422	219	361.97	333
C18	D63	3.02585	1	4.94065645841247e-324	7.419157e-123	26723.52	2710	1378	373.84	2373
C18	D70	2.17287	1	1.22962131695395e-69	8.316211e-11	22980.91	106	56	479.47	nan
C18	E34	2.46247	1	1.62686634297507e-213	7.344456e-31	21314.15	432	232	201.03	168
C18	E83	1.25734	1	1.47355823064641e-29	1.86565e-35	25498.05	421	216	485.45	299
C18	E86	1.40227	1	9.88131291682493e-324	0	26976.14	5709	2954	446.22	4396
C18	F41	2.67429	1	4.94065645841247e-324	2.625351e-179	25056	1481	794	477.98	1337
C18	G47	1.70197	1	4.94065645841247e-324	9.894475e-105	24277.6	1480	613	571.92	1225
C18	G95	1.98055	1	1.94520354771237e-260	4.25251e-46	23906.23	488	213	539.8	440
C18	I26	1.41664	1	1.38268629820774e-172	3.760759e-16	25903.23	1592	779	373.92	1060
C18	I82	2.05663	1	2.97073439189485e-226	1.536578e-17	24796.96	477	249	407.55	305
C18	K43	2.99154	1	4.94065645841247e-324	2.81125e-290	24986.68	3177	1412	532.34	1009
C18	K46	1.71975	1	7.65101611775825e-31	6.960433e-11	25208.61	168	94	592.05	65
C18	K52	1.81919	1	4.94065645841247e-324	1.243067e-65	25380.97	2188	1165	414.52	1362
C18	K59	1.97778	1	9.88131291682493e-324	6.226318e-252	25755.44	6672	3331	469.09	4792
C18	K83	2.06302	1	0	2.045999e-35	24490.29	685	300	576.24	571
C18	K91	4.09009	1	0	1.173162e-113	24953.31	1478	675	349.57	784
C18	N13	2.74464	1	4.94065645841247e-324	9.243434e-98	24734.42	1879	952	529.3	1467
C19	C79	3.47799	1	4.31288020113754e-120	2.916552e-08	24086.72	128	63	589.22	nan
C19	D63	3.43153	1	2.27699020962303e-81	4.781415e-09	24638.6	98	54	462.7	nan
C19	K43	2.77591	1	9.87763438254863e-44	6.709422e-19	23917.38	119	50	607.33	53
C19	K59	2.2197	1	6.03470331297588e-67	3.097041e-19	24927.97	198	93	501.57	145
C19	N13	5.184	1	6.70155523502102e-146	1.343969e-09	24094.94	114	56	543.33	nan
C20	A41	1.23288	1	8.31015348207186e-109	3.921306e-223	25623.77	2049	619	469.74	1513
C20	A49	1.27707	1	1.18037281185589e-53	9.482725e-95	25228.19	672	244	608.21	471
C20	B37	1.17172	1	2.69328995501205e-10	8.009795e-27	25412.93	338	137	432.01	197
C20	C18	7.11281	1	4.94065645841247e-324	2.525124e-70	24796.84	5439	2145	321.82	3456
C20	C26	4.63825	1	7.11463186645206e-99	7.225079e-11	25506.23	62	29	482.31	nan
C20	C76	2.11653	1	3.9836240191557e-65	4.648808e-08	24573.56	160	77	547.91	nan
C20	C77	2.6669	1	0	5.295115e-80	23600.18	1115	436	292.67	684
C20	C78	9.35994	1	4.94065645841247e-324	0	24454.32	8434	3209	359.15	6809
C20	C79	2.83972	1	4.94065645841247e-324	4.514954e-234	24029.57	1624	706	622.38	1502
C20	C80	1.74307	1	1.52666966838667e-55	4.333612e-26	24262.41	194	76	541.56	122
C20	D63	2.92534	1	0	4.140116e-183	26036.96	1343	546	507.25	1227
C20	D64	1.15743	1	1.39022775838744e-57	1.768832e-109	26753.94	2152	871	498.83	1690
C20	D70	1.91764	1	4.14494414731146e-29	5.02929e-08	22237.18	44	nan	678.32	nan
C20	E64	1.41397	1	6.91873396404687e-28	3.828886e-16	25118.42	306	126	301.59	170
C20	E83	1.43457	1	1.23603837659288e-44	4.728176e-37	24650.43	237	100	579.53	156
C20	E86	1.56301	1	4.94065645841247e-324	0	26261.47	3078	1260	450.16	2119
C20	F05	1.16719	1	1.30471384138425e-10	1.892236e-70	26770.41	317	100	574.82	241
C20	F41	2.76636	1	4.94065645841247e-324	2.951501e-122	24643.87	676	297	563	597
C20	G47	1.57966	1	7.93169798664082e-274	2.602417e-90	24024.22	750	279	670.46	616
C20	G95	2.89852	1	0	3.918778e-57	23664.24	333	122	717.02	308
C20	I26	1.36228	1	6.24974036491095e-78	1.899427e-46	25202.83	754	276	456.13	478
C20	I80	1.30644	1	3.2695062790413e-74	1.805641e-09	24656.45	879	368	479.47	524
C20	I82	1.85649	1	6.30409602643704e-94	1.598859e-24	24407.24	251	92	505.35	142
C20	J91	1.26182	1	1.12525231834147e-13	2.474909e-31	25556.88	186	82	603.9	152
C20	J95	1.5819	1	5.69698170804734e-29	1.808566e-14	25329.72	197	71	374.45	108
C20	K43	4.07875	1	0	0	24422.79	2224	790	625.96	616
C20	K45	4.0546	1	0	1.467871e-44	24868.98	254	98	672.27	93
C20	K46	3.49807	1	2.58532615847166e-162	2.201063e-28	25104.23	152	64	730.78	50
C20	K52	1.88703	1	0	4.287389e-67	24786.57	1096	494	430.88	648
C20	K56	5.93234	1	0	0	24727.99	3840	1560	437.24	2295
C20	K59	2.19084	1	4.94065645841247e-324	0	24944.34	3764	1595	526.65	2403
C20	K60	2.39661	1	4.03407665136106e-289	7.064601e-17	23639.4	378	108	492.59	159
C20	K61	5.3954	1	0	1.625618e-28	23868.43	654	172	420.56	375
C20	K63	4.26657	1	0	5.892602e-78	24688.03	1004	368	393.81	530
C20	K65	3.95152	1	0	1.304942e-86	24271.13	1085	383	286.71	614
C20	K66	2.23152	1	2.16992410133707e-42	1.29658e-10	23652.05	87	37	550.85	47
C20	K83	1.76423	1	6.28394936081223e-135	2.481662e-32	24076.77	291	85	680.81	227
C20	K91	8.27306	1	0	0	24111.77	1752	625	335.55	697
C20	N12	1.5193	1	1.37386957706856e-15	2.730989e-08	25569.15	60	22	491.98	37
C20	N13	3.8573	1	0	6.407304e-155	24003.33	1336	513	580.56	992
C20	N31	1.97569	1	5.27677396609665e-133	9.634469e-32	23797.46	314	71	394.93	133
C20	N32	2.92511	1	0	2.984764e-18	25410.19	293	70	487.98	179
C20	N36	3.92892	1	4.50363473943158e-178	5.807042e-11	24067.99	112	nan	441.19	53
C20	N48	2.84107	1	0	1.960477e-53	21482.9	560	0	529.06	100
C20	N82	11.3639	1	0	9.476372e-30	24227.49	302	302	329.87	169
C21	A41	1.22716	1	4.06705860443336e-12	1.831406e-14	24021.24	157	83	531.79	118
C21	A49	1.71202	1	5.83571823569451e-38	2.558223e-10	23840.47	83	46	536.78	57
C21	C77	4.76874	1	0	2.476287e-19	22444.33	205	141	268.19	128
C21	C78	3.62404	1	0	5.051784e-13	23001.42	326	196	419.17	276
C21	C79	1.703	1	1.54823561591326e-45	1.931216e-14	23686.78	120	76	511.02	nan
C21	D63	3.37161	1	3.75064827717552e-226	2.589006e-19	24796.66	132	90	418.48	110
C21	D64	1.2082	1	3.52529803544839e-11	1.646547e-08	25247.49	189	125	492.52	134
C21	E83	1.88153	1	1.16624921562189e-24	6.738834e-09	23133.34	38	nan	517.18	nan
C21	E86	1.54763	1	1.40105392616066e-60	2.764468e-25	25954.67	224	145	460.36	163
C21	F41	2.9219	1	1.411246568733e-165	2.222177e-09	23284.56	84	47	506.58	nan
C21	G47	1.92991	1	2.51053910103961e-82	4.651839e-10	22523.06	98	59	639.84	76
C21	I89	4.63681	1	5.29133077251558e-147	1.747947e-08	22060.57	56	35	688.84	nan
C21	K56	3.75738	1	0	2.949855e-21	22901.25	211	149	563.23	125
C21	K59	2.13975	1	1.00966706782546e-290	5.401915e-22	23790.96	315	212	550.38	199
C21	K91	4.86725	1	1.58628698190429e-240	1.155027e-14	22306.92	92	67	582.61	45
C21	N13	4.17416	1	0	2.360278e-10	22722.05	117	78	758.61	85
C22	F41	3.31547	1	0	7.122948e-25	24530.11	378	152	212.75	nan
C22	G47	1.87522	1	3.06696166537394e-161	7.504444e-19	24055.48	368	148	259.72	nan
C24	A49	2.23443	1	7.97684564283509e-102	7.016603e-10	25016.34	212	97	304.91	nan
C24	D63	3.04985	1	4.10657241968737e-200	1.350062e-14	24701.17	239	110	259.52	nan
C24	F41	4.49873	1	0	3.550559e-24	24490.05	270	145	282.73	nan
C24	G47	2.5058	1	1.62344472889326e-167	4.783606e-21	23908.75	262	138	280.77	nan
C24	K59	2.18483	1	3.22953261137178e-297	7.589331e-16	24660.12	614	334	280.67	568
C25	A41	1.24334	1	5.66850078294445e-74	2.265523e-18	25153.82	1409	625	208.2	1301
C25	A49	1.57405	1	2.94734292611335e-139	3.035047e-18	24980.28	593	265	256.4	519
C25	D63	3.40803	1	0	1.260018e-86	24798.91	962	453	232.47	938
C25	E13	9.18638	1	0	7.792888e-34	23996.06	437	190	258.01	285
C25	E64	4.23588	1	0	4.929491e-30	24088.91	348	163	156.04	273
C25	E86	1.27572	1	4.75569876774919e-95	1.987958e-19	26111.89	1620	845	207.98	1532
C25	F41	4.27953	1	0	2.919368e-107	24789.42	1042	530	183.76	1005
C25	G47	2.96244	1	0	5.334604e-102	24507.87	1092	483	226.03	1052
C25	K59	2.49937	1	4.94065645841247e-324	2.378686e-38	24886.09	2510	1229	204.78	2348
C30	C34	1.43608	1	2.25941044212488e-10	5.20702e-10	26066.76	58	31	629.14	nan
C30	C78	2.38508	1	4.54739102491837e-61	2.631805e-12	24096.49	83	39	432.55	nan
C30	C79	3.74818	1	7.82606295928016e-141	1.247865e-08	23430.98	80	30	463.64	nan
C30	E89	5.78017	1	2.35321711549893e-40	2.310969e-10	20257.16	31	nan	424.97	nan
C30	F41	2.00022	1	1.12302268173878e-12	1.228989e-08	25013.78	27	nan	598.07	nan
C30	H04	24.8296	1	0	9.337833e-13	22174.55	82	34	607.13	28
C30	K02	8.49511	1	5.02881711829224e-148	8.925323e-09	22762.37	105	31	118.7	38
C30	K12	12.6538	1	1.51893085786397e-132	8.084061e-08	22403.19	72	31	98.53	34
C31	E86	1.79573	1	1.91821648284174e-19	5.111583e-12	25564.62	95	47	461.27	nan
C32	B37	2.34053	1	5.1083575860435e-93	1.387174e-18	23530.71	177	49	389	103
C32	C14	46.8636	1	0	2.572962e-27	23684.56	383	79	246.13	241
C32	C15	2.84076	1	5.04757220559691e-147	2.534224e-14	23526.88	128	22	578.16	nan
C32	C34	1.91722	1	6.62267803500957e-258	1.945893e-76	24085.63	538	101	579.42	451
C32	C78	1.46718	1	7.41865390599427e-59	4.751551e-56	23458.71	330	58	527.05	307
C32	C79	1.26514	1	5.13995103091805e-16	5.882942e-40	23380.08	211	40	613.65	nan
C32	C80	3.05572	1	9.97169199202114e-82	7.532215e-08	22465.06	78	nan	365.17	nan
C32	D63	1.39873	1	2.85276198912632e-23	8.119027e-28	23807.75	154	28	529.31	nan
C32	E03	1.91272	1	3.5651687501508e-69	1.047993e-20	24013.52	111	38	749.66	57
C32	E41	4.77519	1	2.4037746342728e-83	2.816454e-13	23430.35	48	nan	458.73	nan
C32	E64	8.54615	1	0	2.730652e-71	23657.8	394	95	176.76	226
C32	E83	2.01985	1	7.13534084827935e-45	4.960054e-09	21774.17	72	nan	510.26	nan
C32	E86	1.53182	1	7.36726759671658e-101	1.872254e-74	24718.72	514	125	521.35	402
C32	E87	1.35442	1	4.1023570428951e-28	3.513399e-32	23689.39	264	64	614.01	189
C32	F41	2.60481	1	8.0679618410385e-151	4.533559e-25	23060.47	135	27	479.03	104
C32	J15	1.3673	1	4.02030088547495e-45	2.340236e-69	24621.14	384	91	564.87	307
C32	J18	1.27961	1	3.53667611264199e-98	3.485221e-106	24810.7	1129	243	575.51	870
C32	J22	1.69848	1	1.4480313730769e-19	3.073903e-11	25444.52	48	nan	568.04	nan
C32	J69	2.73175	1	1.07537354591133e-87	3.385972e-24	25738.49	102	21	457.61	nan
C32	J95	31.0244	1	0	9.80322e-114	24007.18	467	91	487.93	300
C32	J96	1.813	1	1.02477867121128e-217	9.447465e-93	24279.65	568	122	512.65	447
C32	J98	2.11279	1	5.01174063664352e-68	1.784712e-14	24803.22	122	28	663.59	82
C32	K02	9.3267	1	0	1.036993e-27	22571.95	703	100	156.25	374
C32	K04	6.53829	1	0	1.765584e-27	22944.56	743	115	108.35	338
C32	K05	8.60022	1	0	1.62091e-28	22958.47	1141	208	61.4	538
C32	K08	6.41638	1	0	5.750708e-18	23872.62	620	128	112.4	325
C32	K10	5.13172	1	6.1801169257599e-215	1.244634e-08	22371.43	152	29	402.66	60
C32	K12	11.1161	1	0	2.424179e-49	23278.27	337	70	71.79	156
C32	K22	4.1729	1	0	2.037622e-37	23558.78	283	64	700.61	188
